Timeframe,Description,File Format,URL
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-03-28-1.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-03-28-2.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-03-28.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-03-29.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-03-31.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-07.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-14.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-16.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-17.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-19.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-21.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-22.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-23.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-25.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-28.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-04-30.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-05-05.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-05-06.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-05-12.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-05-19.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-05-23.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-05-26.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-05-28.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-02.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-09.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-10.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-14.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-16.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-19-1.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-19-2.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-19.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-23.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-27.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-28.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-06-30.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-07-02.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-07-07.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-07-10.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-07-14.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-07-15.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-07-21.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-07-28.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-07-31.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-04.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-11.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-14.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-15.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-16.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-17.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-18.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-19.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-20-1.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-20-2.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-20.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-21-1.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-21.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-22-1.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-22.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-23.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-24.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-25.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-26.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-27.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-28.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-29.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-30.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-08-31.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-01.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-02.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-03.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-04.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-05.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-06.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-07.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-08.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-09.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-10.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-11.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-12.csv
Historical,Complete Site Scanning results from a specific date,CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-all-2024-09-13.csv
